,employer_id,employer_name,industry_id,industry_name
1183,1195925,VirtualHealth,"Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг","Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг"
1184,1196,Атлант-право,Разработка программного обеспечения,Разработка программного обеспечения
1185,1196086,ЮниВеб,"Интернет-компания (поисковики, платежные системы, соц.сети, информационно-познавательные и развлекательные ресурсы, продвижение сайтов и прочее)","Интернет-компания (поисковики, платежные системы, соц.сети, информационно-познавательные и развлекательные ресурсы, продвижение сайтов и прочее)"
1186,1196086,ЮниВеб,Разработка программного обеспечения,Разработка программного обеспечения
1187,1196086,ЮниВеб,"Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг","Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг"
1188,1197605,М2М-Телематика Сибирь,"Электронно-вычислительная, оптическая, контрольно-измерительная техника, радиоэлектроника, автоматика (продвижение, оптовая торговля)","Электронно-вычислительная, оптическая, контрольно-измерительная техника, радиоэлектроника, автоматика (продвижение, оптовая торговля)"
1189,1197605,М2М-Телематика Сибирь,"Электронно-вычислительная, оптическая, контрольно-измерительная техника, радиоэлектроника, автоматика (монтаж, сервис, ремонт)","Электронно-вычислительная, оптическая, контрольно-измерительная техника, радиоэлектроника, автоматика (монтаж, сервис, ремонт)"
1190,1197605,М2М-Телематика Сибирь,Консалтинговые услуги,Консалтинговые услуги
1191,1197605,М2М-Телематика Сибирь,"Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг","Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг"
1192,1197605,М2М-Телематика Сибирь,"Автокомпоненты, запчасти, шины (продвижение, оптовая торговля)","Автокомпоненты, запчасти, шины (продвижение, оптовая торговля)"
1193,1199534,Гиперпк,"Розничная сеть (электроника, бытовая техника)","Розничная сеть (электроника, бытовая техника)"
1194,1199641,.wrk,Разработка программного обеспечения,Разработка программного обеспечения
1195,1199641,.wrk,"Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг","Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг"
1196,1199977,Бизнес Продвижение,"Интернет-компания (поисковики, платежные системы, соц.сети, информационно-познавательные и развлекательные ресурсы, продвижение сайтов и прочее)","Интернет-компания (поисковики, платежные системы, соц.сети, информационно-познавательные и развлекательные ресурсы, продвижение сайтов и прочее)"
1197,1199977,Бизнес Продвижение,Разработка программного обеспечения,Разработка программного обеспечения
1198,1199977,Бизнес Продвижение,"Маркетинговые, рекламные, BTL, дизайнерские, Event-, PR-агентства, организация выставок","Маркетинговые, рекламные, BTL, дизайнерские, Event-, PR-агентства, организация выставок"
1199,1200392,АвтоВолгастрой,Строительство дорожное и инфраструктурное,Строительство дорожное и инфраструктурное
1200,1201,PwC,Консалтинговые услуги,Консалтинговые услуги
1201,1201359,Инспиритум,"Интернет-компания (поисковики, платежные системы, соц.сети, информационно-познавательные и развлекательные ресурсы, продвижение сайтов и прочее)","Интернет-компания (поисковики, платежные системы, соц.сети, информационно-познавательные и развлекательные ресурсы, продвижение сайтов и прочее)"
1202,1201359,Инспиритум,Разработка программного обеспечения,Разработка программного обеспечения
1203,1201359,Инспиритум,"Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг","Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг"
1204,1203023,5-55,"Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг","Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг"
1205,120324,"ПОРЯДОК, Группа компаний",Розничная сеть (DIY и товары для дома),Розничная сеть (DIY и товары для дома)
1206,120324,"ПОРЯДОК, Группа компаний","Интернет-компания (поисковики, платежные системы, соц.сети, информационно-познавательные и развлекательные ресурсы, продвижение сайтов и прочее)","Интернет-компания (поисковики, платежные системы, соц.сети, информационно-познавательные и развлекательные ресурсы, продвижение сайтов и прочее)"
1207,12034,Межрегиональный ТранзитТелеком (АО МТТ),Мобильная связь,Мобильная связь
1208,1203457,Турбинные технологии ААЭМ,"Атомная энергетика (генерация электроэнергии, АЭС)","Атомная энергетика (генерация электроэнергии, АЭС)"
1209,12040,"Европласт, объединение предприятий","Резина, пластмасса и прочее (производство)","Резина, пластмасса и прочее (производство)"
1210,12040,"Европласт, объединение предприятий","Резина, пластмасса и прочее (продвижение, оптовая торговля)","Резина, пластмасса и прочее (продвижение, оптовая торговля)"
1211,12040,"Европласт, объединение предприятий","Оборудование для пищевой промышленности, упаковки и хранения (продвижение, оптовая торговля)","Оборудование для пищевой промышленности, упаковки и хранения (продвижение, оптовая торговля)"
1212,1205286,Антереал,Разработка программного обеспечения,Разработка программного обеспечения
1213,120547,ШИНСЕРВИС,"Техническое обслуживание, ремонт автомобилей","Техническое обслуживание, ремонт автомобилей"
1214,120547,ШИНСЕРВИС,"Автозапчасти, шины (розничная торговля)","Автозапчасти, шины (розничная торговля)"
1215,120547,ШИНСЕРВИС,"Автокомпоненты, запчасти, шины (продвижение, оптовая торговля)","Автокомпоненты, запчасти, шины (продвижение, оптовая торговля)"
1216,120547,ШИНСЕРВИС,"Автокомпоненты, запчасти (производство)","Автокомпоненты, запчасти (производство)"
1217,120547,ШИНСЕРВИС,"Розничная сеть (drogerie, товары повседневного спроса)","Розничная сеть (drogerie, товары повседневного спроса)"
1218,1205479,Форвард,"Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг","Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг"
1219,1205550,Hello.IO,"Производство мультимедиа, контента, редакторская деятельность","Производство мультимедиа, контента, редакторская деятельность"
1220,1205550,Hello.IO,"Маркетинговые, рекламные, BTL, дизайнерские, Event-, PR-агентства, организация выставок","Маркетинговые, рекламные, BTL, дизайнерские, Event-, PR-агентства, организация выставок"
1221,1205550,Hello.IO,Разработка программного обеспечения,Разработка программного обеспечения
1222,1205815,Управляющая компания ЖБК-1,Строительство жилищное,Строительство жилищное
1223,1205815,Управляющая компания ЖБК-1,Агентские услуги в недвижимости,Агентские услуги в недвижимости
1224,1205815,Управляющая компания ЖБК-1,"Архитектура, проектирование","Архитектура, проектирование"
1225,1205815,Управляющая компания ЖБК-1,"Стройматериалы, сборные конструкции для ремонта и строительства (производство, монтаж, сервис, ремонт)","Стройматериалы, сборные конструкции для ремонта и строительства (производство, монтаж, сервис, ремонт)"
1226,1205815,Управляющая компания ЖБК-1,Ремонт зданий и сооружений,Ремонт зданий и сооружений
1227,120583,Кейсистемс,"Интернет-компания (поисковики, платежные системы, соц.сети, информационно-познавательные и развлекательные ресурсы, продвижение сайтов и прочее)","Интернет-компания (поисковики, платежные системы, соц.сети, информационно-познавательные и развлекательные ресурсы, продвижение сайтов и прочее)"
1228,120618,ETNA,Разработка программного обеспечения,Разработка программного обеспечения
1229,1208164,Програмтех,Разработка программного обеспечения,Разработка программного обеспечения
1230,1208164,Програмтех,"Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг","Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг"
1231,1208556,Marvelmind Robotics,"Электронно-вычислительная, оптическая, контрольно-измерительная техника, радиоэлектроника, автоматика (продвижение, оптовая торговля)","Электронно-вычислительная, оптическая, контрольно-измерительная техника, радиоэлектроника, автоматика (продвижение, оптовая торговля)"
1232,1208556,Marvelmind Robotics,"Электронно-вычислительная, оптическая, контрольно-измерительная техника, радиоэлектроника, автоматика (монтаж, сервис, ремонт)","Электронно-вычислительная, оптическая, контрольно-измерительная техника, радиоэлектроника, автоматика (монтаж, сервис, ремонт)"
1233,1208556,Marvelmind Robotics,"Электронно-вычислительная, оптическая, контрольно-измерительная техника, радиоэлектроника, автоматика (производство)","Электронно-вычислительная, оптическая, контрольно-измерительная техника, радиоэлектроника, автоматика (производство)"
1234,1208556,Marvelmind Robotics,Разработка программного обеспечения,Разработка программного обеспечения
1235,1208723,TISS,"Автокомпоненты, запчасти, шины (продвижение, оптовая торговля)","Автокомпоненты, запчасти, шины (продвижение, оптовая торговля)"
1236,1208980,ПроКонсалт,Консалтинговые услуги,Консалтинговые услуги
1237,1209177,Частное Общеобразовательное учреждение Школа Студиум,"Школа, детский сад","Школа, детский сад"
1238,1209826,«Сеть салонов «Мир оптики»,"Аптека, оптика","Аптека, оптика"
1239,1209826,«Сеть салонов «Мир оптики»,Лечебно-профилактические учреждения,Лечебно-профилактические учреждения
1240,1209826,«Сеть салонов «Мир оптики»,"Розничная сеть (drogerie, товары повседневного спроса)","Розничная сеть (drogerie, товары повседневного спроса)"
1241,1210104,Darvin Studio,"Интернет-компания (поисковики, платежные системы, соц.сети, информационно-познавательные и развлекательные ресурсы, продвижение сайтов и прочее)","Интернет-компания (поисковики, платежные системы, соц.сети, информационно-познавательные и развлекательные ресурсы, продвижение сайтов и прочее)"
1242,1210104,Darvin Studio,Разработка программного обеспечения,Разработка программного обеспечения
1243,1211269,РусАвтоматизация,"Электронно-вычислительная, оптическая, контрольно-измерительная техника, радиоэлектроника, автоматика (продвижение, оптовая торговля)","Электронно-вычислительная, оптическая, контрольно-измерительная техника, радиоэлектроника, автоматика (продвижение, оптовая торговля)"
1244,1211269,РусАвтоматизация,"Электронно-вычислительная, оптическая, контрольно-измерительная техника, радиоэлектроника, автоматика (монтаж, сервис, ремонт)","Электронно-вычислительная, оптическая, контрольно-измерительная техника, радиоэлектроника, автоматика (монтаж, сервис, ремонт)"
1245,1211269,РусАвтоматизация,"Электронно-вычислительная, оптическая, контрольно-измерительная техника, радиоэлектроника, автоматика (производство)","Электронно-вычислительная, оптическая, контрольно-измерительная техника, радиоэлектроника, автоматика (производство)"
1246,1211269,РусАвтоматизация,"Промышленное, бытовое электрооборудование и электротехника (продвижение, оптовая торговля)","Промышленное, бытовое электрооборудование и электротехника (продвижение, оптовая торговля)"
1247,1211269,РусАвтоматизация,"Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг","Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг"
1248,121153,Найди Работу,Кадровые агентства,Кадровые агентства
1249,1212051,"Тенториум, Группа предприятий","Розничная сеть (парфюмерия, косметика)","Розничная сеть (парфюмерия, косметика)"
1250,1212051,"Тенториум, Группа предприятий","Бытовая химия, парфюмерия, косметика  (продвижение, оптовая торговля)","Бытовая химия, парфюмерия, косметика  (продвижение, оптовая торговля)"
1251,1212051,"Тенториум, Группа предприятий","Бытовая химия, парфюмерия, косметика  (производство)","Бытовая химия, парфюмерия, косметика  (производство)"
1252,1212374,FUNCORP,Разработка программного обеспечения,Разработка программного обеспечения
1253,1212839,Сеть суши-ресторанов доставки Фудзияма,"Ресторан, общественное питание, фаст-фуд","Ресторан, общественное питание, фаст-фуд"
1254,1213218,СофТраст,Разработка программного обеспечения,Разработка программного обеспечения
1255,1213218,СофТраст,"Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг","Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг"
1256,12133,place!,"Строительство коммерческих объектов (торговые площади, офисные здания)","Строительство коммерческих объектов (торговые площади, офисные здания)"
1257,1213725,МФК ВЭББАНКИР,"Финансово-кредитное посредничество (биржа, брокерская деятельность, выпуск и обслуживание карт, оценка рисков, обменные пункты, агентства по кредитованию, инкассация, ломбард, платежные системы)","Финансово-кредитное посредничество (биржа, брокерская деятельность, выпуск и обслуживание карт, оценка рисков, обменные пункты, агентства по кредитованию, инкассация, ломбард, платежные системы)"
1258,1214034,ПК Энергосбережение,"Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг","Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг"
1259,1214034,ПК Энергосбережение,"Промышленное, бытовое электрооборудование и электротехника (производство)","Промышленное, бытовое электрооборудование и электротехника (производство)"
1260,1214816,СУЭР,"Электронно-вычислительная, оптическая, контрольно-измерительная техника, радиоэлектроника, автоматика (продвижение, оптовая торговля)","Электронно-вычислительная, оптическая, контрольно-измерительная техника, радиоэлектроника, автоматика (продвижение, оптовая торговля)"
1261,1214816,СУЭР,Консалтинг в области энергоэффективности,Консалтинг в области энергоэффективности
1262,1214816,СУЭР,"Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг","Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг"
1263,12156,"ГАЙДЕ, страховая компания","Страхование, перестрахование","Страхование, перестрахование"
1264,1215898,Ликом,Разработка программного обеспечения,Разработка программного обеспечения
1265,1215898,Ликом,"Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг","Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг"
1266,1216772,Информационный центр Бухгалтер,Консалтинговые услуги,Консалтинговые услуги
1267,1216772,Информационный центр Бухгалтер,"Повышение квалификации, переквалификация","Повышение квалификации, переквалификация"
1268,1216772,Информационный центр Бухгалтер,Разработка программного обеспечения,Разработка программного обеспечения
1269,1216772,Информационный центр Бухгалтер,"Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг","Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг"
1270,1216791,Торговый Дом Аквадом,"Электронно-вычислительная, оптическая, контрольно-измерительная техника, радиоэлектроника, автоматика (продвижение, оптовая торговля)","Электронно-вычислительная, оптическая, контрольно-измерительная техника, радиоэлектроника, автоматика (продвижение, оптовая торговля)"
1271,1216791,Торговый Дом Аквадом,"Резина, пластмасса и прочее (производство)","Резина, пластмасса и прочее (производство)"
1272,12170,Юниверс-софт,Разработка программного обеспечения,Разработка программного обеспечения
1273,12170,Юниверс-софт,"Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг","Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг"
1274,1217313,МегаФон Ритейл,Розничная сеть (мобильный ретейл),Розничная сеть (мобильный ретейл)
1275,1217316,МегаЛабс,Мобильная связь,Мобильная связь
1276,121764,КИП-Сервис,"Электронно-вычислительная, оптическая, контрольно-измерительная техника, радиоэлектроника, автоматика (продвижение, оптовая торговля)","Электронно-вычислительная, оптическая, контрольно-измерительная техника, радиоэлектроника, автоматика (продвижение, оптовая торговля)"
1277,121764,КИП-Сервис,"Промышленное, бытовое электрооборудование и электротехника (продвижение, оптовая торговля)","Промышленное, бытовое электрооборудование и электротехника (продвижение, оптовая торговля)"
1278,121764,КИП-Сервис,"Промышленное, бытовое электрооборудование и электротехника (производство)","Промышленное, бытовое электрооборудование и электротехника (производство)"
1279,1218144,ТД Небесный Дракон,"ВЭД, таможенное оформление","ВЭД, таможенное оформление"
1280,1218181,ВНЕШФИНБАНК,Банк,Банк
1281,1218234,GOST-group,Разработка программного обеспечения,Разработка программного обеспечения
1282,121865,Sopra Steria,"Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг","Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг"
1283,121874,Си Проект,"Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг","Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг"
1284,12197,Zeppelin Group,"Легковые, грузовые автомобили, мототехника, автобусы, троллейбусы (производство)","Легковые, грузовые автомобили, мототехника, автобусы, троллейбусы (производство)"
1285,12197,Zeppelin Group,Розничная торговля автомобилями (дилерский центр),Розничная торговля автомобилями (дилерский центр)
1286,12197,Zeppelin Group,"Легковые, грузовые автомобили, мототехника, автобусы, троллейбусы (продвижение, оптовая торговля)","Легковые, грузовые автомобили, мототехника, автобусы, троллейбусы (продвижение, оптовая торговля)"
1287,122070,НИИССУ,"Электронно-вычислительная, оптическая, контрольно-измерительная техника, радиоэлектроника, автоматика (производство)","Электронно-вычислительная, оптическая, контрольно-измерительная техника, радиоэлектроника, автоматика (производство)"
1288,122070,НИИССУ,Разработка программного обеспечения,Разработка программного обеспечения
1289,122070,НИИССУ,"Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг","Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг"
1290,122070,НИИССУ,Спутниковая связь,Спутниковая связь
1291,122070,НИИССУ,Оптоволоконная связь,Оптоволоконная связь
1292,1221663,Некстайп,"Интернет-компания (поисковики, платежные системы, соц.сети, информационно-познавательные и развлекательные ресурсы, продвижение сайтов и прочее)","Интернет-компания (поисковики, платежные системы, соц.сети, информационно-познавательные и развлекательные ресурсы, продвижение сайтов и прочее)"
1293,1221663,Некстайп,Разработка программного обеспечения,Разработка программного обеспечения
1294,1221663,Некстайп,"Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг","Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг"
1295,1221964,Клевер-Медиа-Групп,"Производство мультимедиа, контента, редакторская деятельность","Производство мультимедиа, контента, редакторская деятельность"
1296,1221964,Клевер-Медиа-Групп,Издательская деятельность,Издательская деятельность
1297,1221964,Клевер-Медиа-Групп,Распространение мультимедиа и печатной продукции,Распространение мультимедиа и печатной продукции
1298,1221964,Клевер-Медиа-Групп,Интернет-магазин,Интернет-магазин
1299,1221964,Клевер-Медиа-Групп,Розничная сеть (товары для детей),Розничная сеть (товары для детей)
1300,1222,Галс-Девелопмент,Девелопмент,Девелопмент
1301,122218,ФКУ ЦЭАИТ СП,Государственные организации,Государственные организации
1302,122218,ФКУ ЦЭАИТ СП,"Услуги по ведению бухгалтерского и налогового учета, расчет заработной платы","Услуги по ведению бухгалтерского и налогового учета, расчет заработной платы"
1303,122281,РОСТАР,"Автозапчасти, шины (розничная торговля)","Автозапчасти, шины (розничная торговля)"
1304,122281,РОСТАР,"Автокомпоненты, запчасти, шины (продвижение, оптовая торговля)","Автокомпоненты, запчасти, шины (продвижение, оптовая торговля)"
1305,122281,РОСТАР,"Автокомпоненты, запчасти (производство)","Автокомпоненты, запчасти (производство)"
1306,1222870,Октопод г. Санкт-Петербург,Разработка программного обеспечения,Разработка программного обеспечения
1307,1222870,Октопод г. Санкт-Петербург,"Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг","Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг"
1308,122332,The AnyLogic Company,Разработка программного обеспечения,Разработка программного обеспечения
1309,122332,The AnyLogic Company,"Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг","Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг"
1310,1223472,NINEL,"Розничная сеть (одежда, обувь, аксессуары)","Розничная сеть (одежда, обувь, аксессуары)"
1311,1223863,Компания А3,Издательская деятельность,Издательская деятельность
1312,1223863,Компания А3,"Производство печатной, полиграфической продукции","Производство печатной, полиграфической продукции"
1313,1223863,Компания А3,"Розничная сеть (книги, игрушки, подарки, часы и прочее)","Розничная сеть (книги, игрушки, подарки, часы и прочее)"
1314,1223869,Силиз,"Розничная сеть (электроника, бытовая техника)","Розничная сеть (электроника, бытовая техника)"
1315,1223869,Силиз,Разработка программного обеспечения,Разработка программного обеспечения
1316,12240,"БУДЬ ЗДОРОВ, Клиника",Лечебно-профилактические учреждения,Лечебно-профилактические учреждения
1317,1226232,Гарпикс,"Интернет-компания (поисковики, платежные системы, соц.сети, информационно-познавательные и развлекательные ресурсы, продвижение сайтов и прочее)","Интернет-компания (поисковики, платежные системы, соц.сети, информационно-познавательные и развлекательные ресурсы, продвижение сайтов и прочее)"
1318,1226232,Гарпикс,Разработка программного обеспечения,Разработка программного обеспечения
1319,1226232,Гарпикс,"Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг","Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг"
1320,1226232,Гарпикс,"Маркетинговые, рекламные, BTL, дизайнерские, Event-, PR-агентства, организация выставок","Маркетинговые, рекламные, BTL, дизайнерские, Event-, PR-агентства, организация выставок"
1321,1227046,БАНК ОРЕНБУРГ,Банк,Банк
1322,1227460,Lenvendo,Разработка программного обеспечения,Разработка программного обеспечения
1323,1227460,Lenvendo,"Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг","Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг"
1324,1228187,SOLOPHARM,"Аптека, оптика","Аптека, оптика"
1325,1228187,SOLOPHARM,Фармацевтическая продукция (производство),Фармацевтическая продукция (производство)
1326,1228187,SOLOPHARM,"Фармацевтическая продукция (продвижение, оптовая торговля)","Фармацевтическая продукция (продвижение, оптовая торговля)"
1327,1228621,Эсдиай Солюшен,Разработка программного обеспечения,Разработка программного обеспечения
1328,1228621,Эсдиай Солюшен,"Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг","Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг"
1329,1229565,Рабочие решения,"Интернет-компания (поисковики, платежные системы, соц.сети, информационно-познавательные и развлекательные ресурсы, продвижение сайтов и прочее)","Интернет-компания (поисковики, платежные системы, соц.сети, информационно-познавательные и развлекательные ресурсы, продвижение сайтов и прочее)"
1330,1229565,Рабочие решения,Разработка программного обеспечения,Разработка программного обеспечения
1331,1229977,ИНФОТЕХ,Мобильная связь,Мобильная связь
1332,1230072,Профит Транс,"ВЭД, таможенное оформление","ВЭД, таможенное оформление"
1333,1230072,Профит Транс,Складские услуги,Складские услуги
1334,1230072,Профит Транс,"Транспортно-логистические комплексы, порты (воздушный, водный, железнодорожный)","Транспортно-логистические комплексы, порты (воздушный, водный, железнодорожный)"
1335,1230072,Профит Транс,"Морские, речные перевозки","Морские, речные перевозки"
1336,1230072,Профит Транс,Железнодорожные перевозки,Железнодорожные перевозки
1337,123031,Сильва,"Мебель (продвижение, оптовая торговля)","Мебель (продвижение, оптовая торговля)"
1338,123031,Сильва,Мебель (производство),Мебель (производство)
1339,123031,Сильва,Розничная сеть (мебель),Розничная сеть (мебель)
1340,1230690,CSSSR,"Интернет-компания (поисковики, платежные системы, соц.сети, информационно-познавательные и развлекательные ресурсы, продвижение сайтов и прочее)","Интернет-компания (поисковики, платежные системы, соц.сети, информационно-познавательные и развлекательные ресурсы, продвижение сайтов и прочее)"
1341,1230690,CSSSR,Разработка программного обеспечения,Разработка программного обеспечения
1342,1230759,Лето,"Ресторан, общественное питание, фаст-фуд","Ресторан, общественное питание, фаст-фуд"
